X [m],Y [m],Z [m],Heat Transfer Coefficient [W/m^2/K]
0.0035,0.0625,0.003,2.640736869
0.0035,0.0635,0,2.862103169
0.0035,0.0635,0.003,2.730929188
0.0035,0.0645,0,2.934028034
0.0035,0.0645,0.003,2.808384376
0.0035,0.0655,0,3.005952899
0.0035,0.0655,0.003,2.885839565
0.0035,0.0665,0,3.077877764
0.0035,0.0665,0.003,2.963294754
0.0035,0.0675,0,3.134140272
0.0035,0.0675,0.003,2.941684259
0.0035,0.0685,0,3.187830507
0.0035,0.0685,0.003,2.903803928
0.0035,0.0695,0,3.241520742
0.0035,0.0695,0.003,2.865923596
0.0035,0.0705,0,3.295210977
0.0035,0.0705,0.003,2.828043264
0.0035,0.0715,0,3.350819813
0.0035,0.0715,0.003,2.731435351
0.0035,0.0725,0,3.406553428
0.0035,0.0725,0.003,2.631007985
0.0035,0.0735,0,3.462287043
0.0035,0.0735,0.003,2.53058062
0.0035,0.0745,0,3.518158931
0.0035,0.0745,0.003,2.430426807
0.0035,0.0755,0,3.581195171
0.0035,0.0755,0.003,2.344446546
0.0035,0.0765,0,3.644231411
0.0035,0.0765,0.003,2.258466284
0.0035,0.0775,0,3.707267652
0.0035,0.0775,0.003,2.172486023
0.0035,0.0785,0,3.769616478
0.0035,0.0785,0.003,2.093059074
0.0035,0.0795,0,3.825704563
0.0035,0.0795,0.003,2.073317563
0.0035,0.0805,0,3.881792647
0.0035,0.0805,0.003,2.053576052
0.0035,0.0815,0,3.937880732
0.0035,0.0815,0.003,2.03383454
0.0035,0.0825,0,3.994740082
0.0035,0.0825,0.003,2.025891085
0.0035,0.0835,0,4.055138483
0.0035,0.0835,0.003,2.072084547
0.0035,0.0845,0,4.115536885
0.0035,0.0845,0.003,2.118278008
0.0035,0.0855,0,4.175935286
0.0035,0.0855,0.003,2.16447147
0.0035,0.0865,0,4.243986175
0.0035,0.0865,0.003,2.221341985
0.0035,0.0875,0,4.333938307
0.0035,0.0875,0.003,2.308769983
0.0035,0.0885,0,4.423890439
0.0035,0.0885,0.003,2.396197981
0.0035,0.0895,0,4.51384257
0.0035,0.0895,0.003,2.48362598
0.0035,0.0905,0,4.642353766
0.0035,0.0905,0.003,2.567554672
0.0035,0.0915,0,4.846071355
0.0035,0.0915,0.003,2.644658248
0.0035,0.0925,0,5.049788945
0.0035,0.0925,0.003,2.721761823
0.0035,0.0935,0,5.253506534
0.0035,0.0935,0.003,2.798865399
0.0035,0.0945,0,6.525897928
0.0035,0.0945,0.003,3.393539019
0.0035,0.0955,0,9.280547074
0.0035,0.0955,0.003,4.70608577
0.0035,0.0965,0,12.03519622
0.0035,0.0965,0.003,6.01863252
0.0035,0.0975,0,14.78984536
0.0035,0.0975,0.003,7.331179271
0.0035,0.0985,0,16.65970818
0.0035,0.0985,0.003,8.229522282
0.0035,0.0995,0,17.64100645
0.0035,0.0995,0.003,8.711892816
0.0045,0.0005,0,6.396393768
0.0045,0.0005,0.003,2.238174171
0.0045,0.0015,0,6.391825836
0.0045,0.0015,0.003,2.312035476
0.0045,0.0025,0,6.387257904
0.0045,0.0025,0.003,2.385896781
0.0045,0.0035,0,6.382689972
0.0045,0.0035,0.003,2.459758086
0.0045,0.0045,0,6.355776173
0.0045,0.0045,0.003,2.53072643
0.0045,0.0055,0,6.312609971
0.0045,0.0055,0.003,2.59959069
0.0045,0.0065,0,6.269443769
0.0045,0.0065,0.003,2.66845495
0.0045,0.0075,0,6.226277567
0.0045,0.0075,0.003,2.73731921
0.0045,0.0085,0,6.154471758
0.0045,0.0085,0.003,2.712378146
0.0045,0.0095,0,6.067842059
0.0045,0.0095,0.003,2.638883351
0.0045,0.0105,0,5.98121236
0.0045,0.0105,0.003,2.565388556
0.0045,0.0115,0,5.894582662
0.0045,0.0115,0.003,2.491893761
0.0045,0.0125,0,5.792119284
0.0045,0.0125,0.003,2.408460001
0.0045,0.0135,0,5.684061875
0.0045,0.0135,0.003,2.321514809
0.0045,0.0145,0,5.576004466
0.0045,0.0145,0.003,2.234569617
0.0045,0.0155,0,5.467947057
0.0045,0.0155,0.003,2.147624426
0.0045,0.0165,0,5.357041135
0.0045,0.0165,0.003,2.191217918
0.0045,0.0175,0,5.245505412
0.0045,0.0175,0.003,2.263673323
0.0045,0.0185,0,5.133969689
0.0045,0.0185,0.003,2.336128728
0.0045,0.0195,0,5.022433966
0.0045,0.0195,0.003,2.408584133
0.0045,0.0205,0,4.94830435
0.0045,0.0205,0.003,2.559240856
0.0045,0.0215,0,4.878380222
0.0045,0.0215,0.003,2.718689582
0.0045,0.0225,0,4.808456094
0.0045,0.0225,0.003,2.878138308
0.0045,0.0235,0,4.738531966
0.0045,0.0235,0.003,3.037587035
0.0045,0.0245,0,4.68614534
0.0045,0.0245,0.003,3.064529223
0.0045,0.0255,0,4.634136097
0.0045,0.0255,0.003,3.08862006
0.0045,0.0265,0,4.582126854
0.0045,0.0265,0.003,3.112710897
0.0045,0.0275,0,4.528190328
0.0045,0.0275,0.003,3.127482026
0.0045,0.0285,0,4.443479074
0.0045,0.0285,0.003,2.993436738
0.0045,0.0295,0,4.358767821
0.0045,0.0295,0.003,2.859391451
0.0045,0.0305,0,4.274056568
0.0045,0.0305,0.003,2.725346164
0.0045,0.0315,0,4.187228611
0.0045,0.0315,0.003,2.591921856
0.0045,0.0325,0,4.087282125
0.0045,0.0325,0.003,2.462346147
0.0045,0.0335,0,3.987335638
0.0045,0.0335,0.003,2.332770438
0.0045,0.0345,0,3.887389152
0.0045,0.0345,0.003,2.203194729
0.0045,0.0355,0,3.782181568
0.0045,0.0355,0.003,2.09848446
0.0045,0.0365,0,3.658204643
0.0045,0.0365,0.003,2.082483427
0.0045,0.0375,0,3.534227718
0.0045,0.0375,0.003,2.066482394
0.0045,0.0385,0,3.410250794
0.0045,0.0385,0.003,2.050481361
0.0045,0.0395,0,3.279934865
0.0045,0.0395,0.003,2.053229272
0.0045,0.0405,0,3.13475263
0.0045,0.0405,0.003,2.099947431
0.0045,0.0415,0,2.989570395
0.0045,0.0415,0.003,2.14666559
0.0045,0.0425,0,2.84438816
0.0045,0.0425,0.003,2.193383749
0.0045,0.0435,0,2.71145888
0.0045,0.0435,0.003,2.22320851
0.0045,0.0445,0,2.598611911
0.0045,0.0445,0.003,2.225345379
0.0045,0.0455,0,2.485764942
0.0045,0.0455,0.003,2.227482248
0.0045,0.0465,0,2.372917972
0.0045,0.0465,0.003,2.229619117
0.0045,0.0475,0,2.288203811
0.0045,0.0475,0.003,2.206322195
0.0045,0.0485,0,2.236657081
0.0045,0.0485,0.003,2.153039873
0.0045,0.0495,0,2.18511035
0.0045,0.0495,0.003,2.09975755
0.0045,0.0505,0,2.13356362
0.0045,0.0505,0.003,2.046475228
0.0045,0.0515,0,2.124952157
0.0045,0.0515,0.003,2.010216283
0.0045,0.0525,0,2.153072343
0.0045,0.0525,0.003,1.988521048
0.0045,0.0535,0,2.181192529
0.0045,0.0535,0.003,1.966825813
0.0045,0.0545,0,2.209312715
0.0045,0.0545,0.003,1.945130578
0.0045,0.0555,0,2.268928945
0.0045,0.0555,0.003,1.978417119
0.0045,0.0565,0,2.347936636
0.0045,0.0565,0.003,2.045554799
0.0045,0.0575,0,2.426944326
0.0045,0.0575,0.003,2.112692479
0.0045,0.0585,0,2.505952017
0.0045,0.0585,0.003,2.17983016
0.0045,0.0595,0,2.586874883
0.0045,0.0595,0.003,2.284201335
0.0045,0.0605,0,2.668622709
0.0045,0.0605,0.003,2.404610793
0.0045,0.0615,0,2.750370535
0.0045,0.0615,0.003,2.525020252
0.0045,0.0625,0,2.832118361
0.0045,0.0625,0.003,2.64542971
0.0045,0.0635,0,2.90600609
0.0045,0.0635,0.003,2.723690282
0.0045,0.0645,0,2.977663088
0.0045,0.0645,0.003,2.789988806
0.0045,0.0655,0,3.049320086
0.0045,0.0655,0.003,2.85628733
0.0045,0.0665,0,3.120977083
0.0045,0.0665,0.003,2.922585854
0.0045,0.0675,0,3.177323936
0.0045,0.0675,0.003,2.897350573
0.0045,0.0685,0,3.231156361
0.0045,0.0685,0.003,2.857082435
0.0045,0.0695,0,3.284988785
0.0045,0.0695,0.003,2.816814298
0.0045,0.0705,0,3.33882121
0.0045,0.0705,0.003,2.776546161
0.0045,0.0715,0,3.394979933
0.0045,0.0715,0.003,2.685252127
0.0045,0.0725,0,3.451289951
0.0045,0.0725,0.003,2.590639534
0.0045,0.0735,0,3.507599969
0.0045,0.0735,0.003,2.496026941
0.0045,0.0745,0,3.564054489
0.0045,0.0745,0.003,2.401722533
0.0045,0.0755,0,3.627996097
0.0045,0.0755,0.003,2.323386095
0.0045,0.0765,0,3.691937706
0.0045,0.0765,0.003,2.245049657
0.0045,0.0775,0,3.755879314
0.0045,0.0775,0.003,2.16671322
0.0045,0.0785,0,3.818846683
0.0045,0.0785,0.003,2.094560047
0.0045,0.0795,0,3.872940993
0.0045,0.0795,0.003,2.078722039
0.0045,0.0805,0,3.927035303
0.0045,0.0805,0.003,2.062884031
0.0045,0.0815,0,3.981129613
0.0045,0.0815,0.003,2.047046023
0.0045,0.0825,0,4.035675623
0.0045,0.0825,0.003,2.042342882
0.0045,0.0835,0,4.092294319
0.0045,0.0835,0.003,2.08873353
0.0045,0.0845,0,4.148913015
0.0045,0.0845,0.003,2.135124178
0.0045,0.0855,0,4.205531711
0.0045,0.0855,0.003,2.181514825
0.0045,0.0865,0,4.270353548
0.0045,0.0865,0.003,2.238069999
0.0045,0.0875,0,4.358652586
0.0045,0.0875,0.003,2.323715812
0.0045,0.0885,0,4.446951624
0.0045,0.0885,0.003,2.409361626
0.0045,0.0895,0,4.535250662
0.0045,0.0895,0.003,2.49500744
0.0045,0.0905,0,4.662406875
0.0045,0.0905,0.003,2.576868217
0.0045,0.0915,0,4.865350923
0.0045,0.0915,0.003,2.651346583
0.0045,0.0925,0,5.068294972
0.0045,0.0925,0.003,2.725824948
0.0045,0.0935,0,5.27123902
0.0045,0.0935,0.003,2.800303314
0.0045,0.0945,0,6.540037915
0.0045,0.0945,0.003,3.394815668
0.0045,0.0955,0,9.287184647
0.0045,0.0955,0.003,4.710618659
0.0045,0.0965,0,12.03433138
0.0045,0.0965,0.003,6.02642165
0.0045,0.0975,0,14.78147811
0.0045,0.0975,0.003,7.342224641
0.0045,0.0985,0,16.64629795
0.0045,0.0985,0.003,8.243041699
0.0045,0.0995,0,17.62502318
0.0045,0.0995,0.003,8.72710075
0.0055,0.0005,0,6.341062465
0.0055,0.0005,0.003,2.459221251
0.0055,0.0015,0,6.340537179
0.0055,0.0015,0.003,2.546592602
0.0055,0.0025,0,6.340011892
0.0055,0.0025,0.003,2.633963953
0.0055,0.0035,0,6.339486606
0.0055,0.0035,0.003,2.721335304
0.0055,0.0045,0,6.315223353
0.0055,0.0045,0.003,2.807669385
0.0055,0.0055,0,6.273695207
0.0055,0.0055,0.003,2.893249047
0.0055,0.0065,0,6.232167062
0.0055,0.0065,0.003,2.97882871
0.0055,0.0075,0,6.190638916
0.0055,0.0075,0.003,3.064408372
0.0055,0.0085,0,6.120071457
0.0055,0.0085,0.003,3.038005898
0.0055,0.0095,0,6.03447322
0.0055,0.0095,0.003,2.953641357
0.0055,0.0105,0,5.948874982
0.0055,0.0105,0.003,2.869276815
0.0055,0.0115,0,5.863276745
0.0055,0.0115,0.003,2.784912274
0.0055,0.0125,0,5.764258225
0.0055,0.0125,0.003,2.673476271
0.0055,0.0135,0,5.660498327
0.0055,0.0135,0.003,2.552475934
0.0055,0.0145,0,5.556738429
0.0055,0.0145,0.003,2.431475597
0.0055,0.0155,0,5.452978531
0.0055,0.0155,0.003,2.31047526
0.0055,0.0165,0,5.344588007
0.0055,0.0165,0.003,2.339578048
0.0055,0.0175,0,5.235173659
0.0055,0.0175,0.003,2.401868417
0.0055,0.0185,0,5.125759311
0.0055,0.0185,0.003,2.464158787
0.0055,0.0195,0,5.016344963
0.0055,0.0195,0.003,2.526449157
0.0055,0.0205,0,4.942496132
0.0055,0.0205,0.003,2.694925039
0.0055,0.0215,0,4.872645854
0.0055,0.0215,0.003,2.875339128
0.0055,0.0225,0,4.802795576
0.0055,0.0225,0.003,3.055753218
0.0055,0.0235,0,4.732945299
0.0055,0.0235,0.003,3.236167307
0.0055,0.0245,0,4.677805479
0.0055,0.0245,0.003,3.275809978
0.0055,0.0255,0,4.622982208
0.0055,0.0255,0.003,3.31242345
0.0055,0.0265,0,4.568158936
0.0055,0.0265,0.003,3.349036921
0.0055,0.0275,0,4.511534788
0.0055,0.0275,0.003,3.375594168
0.0055,0.0285,0,4.426154366
0.0055,0.0285,0.003,3.241574371
0.0055,0.0295,0,4.340773944
0.0055,0.0295,0.003,3.107554573
0.0055,0.0305,0,4.255393522
0.0055,0.0305,0.003,2.973534776
0.0055,0.0315,0,4.167798108
0.0055,0.0315,0.003,2.840198486
0.0055,0.0325,0,4.066475007
0.0055,0.0325,0.003,2.711098315
0.0055,0.0335,0,3.965151907
0.0055,0.0335,0.003,2.581998144
0.0055,0.0345,0,3.863828806
0.0055,0.0345,0.003,2.452897973
0.0055,0.0355,0,3.757175304
0.0055,0.0355,0.003,2.348778842
0.0055,0.0365,0,3.631505214
0.0055,0.0365,0.003,2.333781354
0.0055,0.0375,0,3.505835123
0.0055,0.0375,0.003,2.318783866
0.0055,0.0385,0,3.380165032
0.0055,0.0385,0.003,2.303786378
0.0055,0.0395,0,3.249494329
0.0055,0.0395,0.003,2.306625879
0.0055,0.0405,0,3.10709613
0.0055,0.0405,0.003,2.351296899
0.0055,0.0415,0,2.96469793
0.0055,0.0415,0.003,2.395967919
0.0055,0.0425,0,2.822299731
0.0055,0.0425,0.003,2.440638939
0.0055,0.0435,0,2.693093663
0.0055,0.0435,0.003,2.467245438
0.0055,0.0445,0,2.585509194
0.0055,0.0445,0.003,2.464244603
0.0055,0.0455,0,2.477924725
0.0055,0.0455,0.003,2.461243769
0.0055,0.0465,0,2.370340256
0.0055,0.0465,0.003,2.458242934
0.0055,0.0475,0,2.291538707
0.0055,0.0475,0.003,2.426628612
0.0055,0.0485,0,2.246671045
0.0055,0.0485,0.003,2.361280159
0.0055,0.0495,0,2.201803382
0.0055,0.0495,0.003,2.295931706
0.0055,0.0505,0,2.15693572
0.0055,0.0505,0.003,2.230583253
0.0055,0.0515,0,2.154612239
0.0055,0.0515,0.003,2.179014738
0.0055,0.0525,0,2.188685829
0.0055,0.0525,0.003,2.139235128
0.0055,0.0535,0,2.222759419
0.0055,0.0535,0.003,2.099455518
0.0055,0.0545,0,2.256833009
0.0055,0.0545,0.003,2.059675908
0.0055,0.0555,0,2.320126118
0.0055,0.0555,0.003,2.073887286
0.0055,0.0565,0,2.401409079
0.0055,0.0565,0.003,2.121339797
0.0055,0.0575,0,2.482692041
0.0055,0.0575,0.003,2.168792307
0.0055,0.0585,0,2.563975002
0.0055,0.0585,0.003,2.216244818
0.0055,0.0595,0,2.645003806
0.0055,0.0595,0.003,2.301582761
0.0055,0.0605,0,2.725923133
0.0055,0.0605,0.003,2.403239808
0.0055,0.0615,0,2.80684246
0.0055,0.0615,0.003,2.504896855
0.0055,0.0625,0,2.887761787
0.0055,0.0625,0.003,2.606553901
0.0055,0.0635,0,2.960889796
0.0055,0.0635,0.003,2.671665357
0.0055,0.0645,0,3.031806594
0.0055,0.0645,0.003,2.726405006
0.0055,0.0655,0,3.102723391
0.0055,0.0655,0.003,2.781144654
0.0055,0.0665,0,3.173640189
0.0055,0.0665,0.003,2.835884302
0.0055,0.0675,0,3.230213824
0.0055,0.0675,0.003,2.810093263
0.0055,0.0685,0,3.284431841
0.0055,0.0685,0.003,2.771076441
0.0055,0.0695,0,3.338649858
0.0055,0.0695,0.003,2.732059618
0.0055,0.0705,0,3.392867874
0.0055,0.0705,0.003,2.693042796
0.0055,0.0715,0,3.449845467
0.0055,0.0715,0.003,2.612178059
0.0055,0.0725,0,3.507002534
0.0055,0.0725,0.003,2.528591669
0.0055,0.0735,0,3.5641596
0.0055,0.0735,0.003,2.445005279
0.0055,0.0745,0,3.621460511
0.0055,0.0745,0.003,2.361741575
0.0055,0.0755,0,3.68621443
0.0055,0.0755,0.003,2.295197255
0.0055,0.0765,0,3.75096835
0.0055,0.0765,0.003,2.228652934
0.0055,0.0775,0,3.815722269
0.0055,0.0775,0.003,2.162108613
0.0055,0.0785,0,3.879142837
0.0055,0.0785,0.003,2.101103774
0.0055,0.0795,0,3.930419673
0.0055,0.0795,0.003,2.090550729
0.0055,0.0805,0,3.981696509
0.0055,0.0805,0.003,2.079997683
0.0055,0.0815,0,4.032973345
0.0055,0.0815,0.003,2.069444638
0.0055,0.0825,0,4.084333046
0.0055,0.0825,0.003,2.06899282
0.0055,0.0835,0,4.13607298
0.0055,0.0835,0.003,2.114891798
0.0055,0.0845,0,4.187812915
0.0055,0.0845,0.003,2.160790776
0.0055,0.0855,0,4.23955285
0.0055,0.0855,0.003,2.206689755
0.0055,0.0865,0,4.300186013
0.0055,0.0865,0.003,2.262035283
0.0055,0.0875,0,4.386271395
0.0055,0.0875,0.003,2.344416624
0.0055,0.0885,0,4.472356777
0.0055,0.0885,0.003,2.426797965
0.0055,0.0895,0,4.558442158
0.0055,0.0895,0.003,2.509179305
0.0055,0.0905,0,4.683779275
0.0055,0.0905,0.003,2.587643599
0.0055,0.0915,0,4.885673784
0.0055,0.0915,0.003,2.658468006
0.0055,0.0925,0,5.087568294
0.0055,0.0925,0.003,2.729292412
0.0055,0.0935,0,5.289462803
0.0055,0.0935,0.003,2.800116818
0.0055,0.0945,0,6.553888418
0.0055,0.0945,0.003,3.393816996
0.0055,0.0955,0,9.292051818
0.0055,0.0955,0.003,4.712749383
0.0055,0.0965,0,12.03021522
0.0055,0.0965,0.003,6.031681771
0.0055,0.0975,0,14.76837862
0.0055,0.0975,0.003,7.350614159
0.0055,0.0985,0,16.62712608
0.0055,0.0985,0.003,8.253862542
0.0055,0.0995,0,17.6027023
0.0055,0.0995,0.003,8.739651865
0.0065,0.0005,0,6.285731162
0.0065,0.0005,0.003,2.680268332
0.0065,0.0015,0,6.289248521
0.0065,0.0015,0.003,2.781149728
0.0065,0.0025,0,6.29276588
0.0065,0.0025,0.003,2.882031125
0.0065,0.0035,0,6.29628324
0.0065,0.0035,0.003,2.982912521
0.0065,0.0045,0,6.274670533
0.0065,0.0045,0.003,3.084612339
0.0065,0.0055,0,6.234780444
0.0065,0.0055,0.003,3.186907404
0.0065,0.0065,0,6.194890355
0.0065,0.0065,0.003,3.28920247
0.0065,0.0075,0,6.155000266
0.0065,0.0075,0.003,3.391497535
0.0065,0.0085,0,6.085671156
0.0065,0.0085,0.003,3.36363365
0.0065,0.0095,0,6.00110438
0.0065,0.0095,0.003,3.268399363
0.0065,0.0105,0,5.916537604
0.0065,0.0105,0.003,3.173165075
0.0065,0.0115,0,5.831970827
0.0065,0.0115,0.003,3.077930787
0.0065,0.0125,0,5.736397167
0.0065,0.0125,0.003,2.938492542
0.0065,0.0135,0,5.63693478
0.0065,0.0135,0.003,2.78343706
0.0065,0.0145,0,5.537472392
0.0065,0.0145,0.003,2.628381577
0.0065,0.0155,0,5.438010005
0.0065,0.0155,0.003,2.473326095
0.0065,0.0165,0,5.332134879
0.0065,0.0165,0.003,2.487938177
0.0065,0.0175,0,5.224841906
0.0065,0.0175,0.003,2.540063511
0.0065,0.0185,0,5.117548933
0.0065,0.0185,0.003,2.592188846
0.0065,0.0195,0,5.010255961
0.0065,0.0195,0.003,2.64431418
0.0065,0.0205,0,4.936687913
0.0065,0.0205,0.003,2.830609223
0.0065,0.0215,0,4.866911486
0.0065,0.0215,0.003,3.031988675
0.0065,0.0225,0,4.797135059
0.0065,0.0225,0.003,3.233368127
0.0065,0.0235,0,4.727358632
0.0065,0.0235,0.003,3.434747579
0.0065,0.0245,0,4.669465618
0.0065,0.0245,0.003,3.487090733
0.0065,0.0255,0,4.611828318
0.0065,0.0255,0.003,3.536226839
0.0065,0.0265,0,4.554191018
0.0065,0.0265,0.003,3.585362945
0.0065,0.0275,0,4.494879248
0.0065,0.0275,0.003,3.623706311
0.0065,0.0285,0,4.408829657
0.0065,0.0285,0.003,3.489712003
0.0065,0.0295,0,4.322780066
0.0065,0.0295,0.003,3.355717696
0.0065,0.0305,0,4.236730475
0.0065,0.0305,0.003,3.221723388
0.0065,0.0315,0,4.148367604
0.0065,0.0315,0.003,3.088475115
0.0065,0.0325,0,4.04566789
0.0065,0.0325,0.003,2.959850483
0.0065,0.0335,0,3.942968175
0.0065,0.0335,0.003,2.83122585
0.0065,0.0345,0,3.840268461
0.0065,0.0345,0.003,2.702601218
0.0065,0.0355,0,3.732169041
0.0065,0.0355,0.003,2.599073224
0.0065,0.0365,0,3.604805784
0.0065,0.0365,0.003,2.585079281
0.0065,0.0375,0,3.477442528
0.0065,0.0375,0.003,2.571085338
0.0065,0.0385,0,3.350079271
0.0065,0.0385,0.003,2.557091394
0.0065,0.0395,0,3.219053793
0.0065,0.0395,0.003,2.560022485
0.0065,0.0405,0,3.079439629
0.0065,0.0405,0.003,2.602646366
0.0065,0.0415,0,2.939825465
0.0065,0.0415,0.003,2.645270247
0.0065,0.0425,0,2.800211301
0.0065,0.0425,0.003,2.687894129
0.0065,0.0435,0,2.674728445
0.0065,0.0435,0.003,2.711282366
0.0065,0.0445,0,2.572406477
0.0065,0.0445,0.003,2.703143828
0.0065,0.0455,0,2.470084508
0.0065,0.0455,0.003,2.695005289
0.0065,0.0465,0,2.36776254
0.0065,0.0465,0.003,2.68686675
0.0065,0.0475,0,2.294873603
0.0065,0.0475,0.003,2.646935029
0.0065,0.0485,0,2.256685009
0.0065,0.0485,0.003,2.569520446
0.0065,0.0495,0,2.218496414
0.0065,0.0495,0.003,2.492105862
0.0065,0.0505,0,2.180307819
0.0065,0.0505,0.003,2.414691279
0.0065,0.0515,0,2.184272321
0.0065,0.0515,0.003,2.347813192
0.0065,0.0525,0,2.224299315
0.0065,0.0525,0.003,2.289949207
0.0065,0.0535,0,2.264326309
0.0065,0.0535,0.003,2.232085223
0.0065,0.0545,0,2.304353303
0.0065,0.0545,0.003,2.174221238
0.0065,0.0555,0,2.371323291
0.0065,0.0555,0.003,2.169357454
0.0065,0.0565,0,2.454881523
0.0065,0.0565,0.003,2.197124795
0.0065,0.0575,0,2.538439755
0.0065,0.0575,0.003,2.224892135
0.0065,0.0585,0,2.621997987
0.0065,0.0585,0.003,2.252659476
0.0065,0.0595,0,2.70313273
0.0065,0.0595,0.003,2.318964187
0.0065,0.0605,0,2.783223557
0.0065,0.0605,0.003,2.401868822
0.0065,0.0615,0,2.863314385
0.0065,0.0615,0.003,2.484773458
0.0065,0.0625,0,2.943405212
0.0065,0.0625,0.003,2.567678093
0.0065,0.0635,0,3.015773502
0.0065,0.0635,0.003,2.619640433
0.0065,0.0645,0,3.085950099
0.0065,0.0645,0.003,2.662821205
0.0065,0.0655,0,3.156126697
0.0065,0.0655,0.003,2.706001978
0.0065,0.0665,0,3.226303294
0.0065,0.0665,0.003,2.749182751
0.0065,0.0675,0,3.283103711
0.0065,0.0675,0.003,2.722835953
0.0065,0.0685,0,3.33770732
0.0065,0.0685,0.003,2.685070446
0.0065,0.0695,0,3.39231093
0.0065,0.0695,0.003,2.647304939
0.0065,0.0705,0,3.446914539
0.0065,0.0705,0.003,2.609539431
0.0065,0.0715,0,3.504711001
0.0065,0.0715,0.003,2.539103991
0.0065,0.0725,0,3.562715116
0.0065,0.0725,0.003,2.466543804
0.0065,0.0735,0,3.620719232
0.0065,0.0735,0.003,2.393983616
0.0065,0.0745,0,3.678866534
0.0065,0.0745,0.003,2.321760618
0.0065,0.0755,0,3.744432763
0.0065,0.0755,0.003,2.267008414
0.0065,0.0765,0,3.809998993
0.0065,0.0765,0.003,2.21225621
0.0065,0.0775,0,3.875565223
0.0065,0.0775,0.003,2.157504007
0.0065,0.0785,0,3.93943899
0.0065,0.0785,0.003,2.107647501
0.0065,0.0795,0,3.987898353
0.0065,0.0795,0.003,2.102379418
0.0065,0.0805,0,4.036357715
0.0065,0.0805,0.003,2.097111335
0.0065,0.0815,0,4.084817078
0.0065,0.0815,0.003,2.091843253
0.0065,0.0825,0,4.132990469
0.0065,0.0825,0.003,2.095642757
0.0065,0.0835,0,4.179851642
0.0065,0.0835,0.003,2.141050066
0.0065,0.0845,0,4.226712815
0.0065,0.0845,0.003,2.186457375
0.0065,0.0855,0,4.273573988
0.0065,0.0855,0.003,2.231864684
0.0065,0.0865,0,4.330018478
0.0065,0.0865,0.003,2.286000568
0.0065,0.0875,0,4.413890204
0.0065,0.0875,0.003,2.365117435
0.0065,0.0885,0,4.497761929
0.0065,0.0885,0.003,2.444234303
0.0065,0.0895,0,4.581633655
0.0065,0.0895,0.003,2.523351171
0.0065,0.0905,0,4.705151674
0.0065,0.0905,0.003,2.598418982
0.0065,0.0915,0,4.905996645
0.0065,0.0915,0.003,2.665589429
0.0065,0.0925,0,5.106841616
0.0065,0.0925,0.003,2.732759875
0.0065,0.0935,0,5.307686586
0.0065,0.0935,0.003,2.799930322
0.0065,0.0945,0,6.567738921
0.0065,0.0945,0.003,3.392818324
0.0065,0.0955,0,9.296918989
0.0065,0.0955,0.003,4.714880108
0.0065,0.0965,0,12.02609906
0.0065,0.0965,0.003,6.036941892
0.0065,0.0975,0,14.75527913
0.0065,0.0975,0.003,7.359003677
0.0065,0.0985,0,16.6079542
0.0065,0.0985,0.003,8.264683385
0.0065,0.0995,0,17.58038143
0.0065,0.0995,0.003,8.752202979
0.0075,0.0005,0,6.230399859
0.0075,0.0005,0.003,2.901315412
0.0075,0.0015,0,6.237959864
0.0075,0.0015,0.003,3.015706854
0.0075,0.0025,0,6.245519868
0.0075,0.0025,0.003,3.130098296
0.0075,0.0035,0,6.253079873
0.0075,0.0035,0.003,3.244489739
0.0075,0.0045,0,6.234117712
0.0075,0.0045,0.003,3.361555294
0.0075,0.0055,0,6.19586568
0.0075,0.0055,0.003,3.480565762
0.0075,0.0065,0,6.157613648
0.0075,0.0065,0.003,3.599576229
0.0075,0.0075,0,6.119361615
0.0075,0.0075,0.003,3.718586697
0.0075,0.0085,0,6.051270856
0.0075,0.0085,0.003,3.689261403
0.0075,0.0095,0,5.96773554
0.0075,0.0095,0.003,3.583157369
0.0075,0.0105,0,5.884200225
0.0075,0.0105,0.003,3.477053335
0.0075,0.0115,0,5.80066491
0.0075,0.0115,0.003,3.370949301
0.0075,0.0125,0,5.708536108
0.0075,0.0125,0.003,3.203508813
0.0075,0.0135,0,5.613371232
0.0075,0.0135,0.003,3.014398185
0.0075,0.0145,0,5.518206355
0.0075,0.0145,0.003,2.825287557
0.0075,0.0155,0,5.423041479
0.0075,0.0155,0.003,2.63617693
0.0075,0.0165,0,5.319681751
0.0075,0.0165,0.003,2.636298307
0.0075,0.0175,0,5.214510153
0.0075,0.0175,0.003,2.678258606
0.0075,0.0185,0,5.109338556
0.0075,0.0185,0.003,2.720218904
0.0075,0.0195,0,5.004166958
0.0075,0.0195,0.003,2.762179203
0.0075,0.0205,0,4.930879695
0.0075,0.0205,0.003,2.966293406
0.0075,0.0215,0,4.861177118
0.0075,0.0215,0.003,3.188638221
0.0075,0.0225,0,4.791474542
0.0075,0.0225,0.003,3.410983036
0.0075,0.0235,0,4.721771965
0.0075,0.0235,0.003,3.633327851
0.0075,0.0245,0,4.661125757
0.0075,0.0245,0.003,3.698371488
0.0075,0.0255,0,4.600674429
0.0075,0.0255,0.003,3.760030228
0.0075,0.0265,0,4.5402231
0.0075,0.0265,0.003,3.821688969
0.0075,0.0275,0,4.478223708
0.0075,0.0275,0.003,3.871818453
0.0075,0.0285,0,4.391504949
0.0075,0.0285,0.003,3.737849636
0.0075,0.0295,0,4.304786189
